"","name","type","tier_name","iclevel","region","state","count","female","mr_kq5_pq1","mr_ktop1_pq1","par_mean","par_median","par_rank","par_q1","par_q2","par_q3","par_q4","par_q5","par_top10pc","par_top5pc","par_top1pc","par_toppt1pc","k_rank","k_mean","k_median","k_median_nozero","k_0inc","k_q1","k_q2","k_q3","k_q4","k_q5","k_top10pc","k_top5pc","k_top1pc","kq1_cond_parq1","kq2_cond_parq1","kq3_cond_parq1","kq4_cond_parq1","kq5_cond_parq1","kq1_cond_parq2","kq2_cond_parq2","kq3_cond_parq2","kq4_cond_parq2","kq5_cond_parq2","kq1_cond_parq3","kq2_cond_parq3","kq3_cond_parq3","kq4_cond_parq3","kq5_cond_parq3","kq1_cond_parq4","kq2_cond_parq4","kq3_cond_parq4","kq4_cond_parq4","kq5_cond_parq4","kq1_cond_parq5","kq2_cond_parq5","kq3_cond_parq5","kq4_cond_parq5","kq5_cond_parq5","public","barrons","ipeds_enrollment_2013","sticker_price_2013","graduation_rate_2013","average_faculty_salary_2013","instructional_expenditures_pc_2012","sat_avg_2013","scorecard_netprice_2013","admit_rate_2013","endowment_pc_2000","asian_or_pacific_share_fall_2000","black_share_fall_2000","hisp_share_fall_2000","alien_share_fall_2000","pct_arthuman_2000","pct_business_2000","pct_health_2000","pct_multidisci_2000","pct_publicsocial_2000","pct_stem_2000","pct_socialscience_2000","pct_tradepersonal_2000","access_rate","success_rate"
"505","Illinois Institute Of Art ","Private For-profit","Four-year for-profit","Four-year","Midwest","IL",454.6666667,0.489562894,0.011372681,1.3213e-05,105640.112,81500,0.602089687,0.101706227,0.152660159,0.192853451,0.258514804,0.29426536,0.132804671,0.06417394,0.013341178,0.000675116,0.550128547,37056.68555,33200,37400,0.122213451,0.134023806,0.178278305,0.212090699,0.255068668,0.220538521,0.09682114,0.030416901,0.004038004,0.113125947,0.285566868,0.254804767,0.234683488,0.111818931,0.163532064,0.158778293,0.285304836,0.222845638,0.169539169,0.140469851,0.190031983,0.237779378,0.234714996,0.197003792,0.129345929,0.186212464,0.187847729,0.265525592,0.231068285,0.125823268,0.136639443,0.16380723,0.282983878,0.290746182,0,999,5225,17071.701,0.326332795,5086.6313,5277.6992,NA,24274.156,NA,NA,0.076379694,0.092715234,0.12803532,0.015452539,88.679245,11.320755,0,0,0,0,0,0,0.101706227,0.111818931
"506","Illinois Institute Of Technology","Private Non-Profit","Highly selective private","Four-year","Midwest","IL",244.6666667,0.268032554,0.036340974,0.0027319,112794.7827,91600,0.647781125,0.060009459,0.109949833,0.205020904,0.289344865,0.335674939,0.159542072,0.06522233,0.0143293,0.001609787,0.769162957,77847.72805,72300,76400,0.066431647,0.069692073,0.05538465,0.086603393,0.122719262,0.665600621,0.464856987,0.238524236,0.048029085,0.123489545,0.061622178,0.069051775,0.140249074,0.605587429,0.058664368,0.090178256,0.141604383,0.073109527,0.636443467,0.11338106,0.022344773,0.100091815,0.164990049,0.599192303,0.057083705,0.058823542,0.077537,0.130201571,0.676354183,0.047870808,0.06008854,0.071302339,0.103567595,0.717170718,0,2,2926,40052,0.625,11256,NA,1270,15133,0.5697,NA,0.14804147,0.070276499,0.073156685,0.16071428,1.4545455,1.0909091,0,1.4545455,0,94.181816,1.8181819,0,0.060009459,0.605587429
"507","Illinois State University","Public","Selective public","Four-year","Midwest","IL",3385.333333,0.599227249,0.010804862,0.000401664,122562.728,107600,0.723499858,0.032154522,0.068788813,0.136378932,0.290285335,0.472392398,0.21501313,0.078105432,0.008210456,0.000294081,0.675108613,54205.73742,49000,51600,0.0713724,0.078427987,0.09046974,0.127093076,0.304821873,0.399187324,0.190614211,0.085403438,0.01287327,0.096951211,0.103472721,0.192847591,0.270699151,0.336029326,0.073743316,0.119572059,0.169929295,0.301388613,0.335366717,0.083825347,0.096967346,0.142082478,0.294895238,0.38222959,0.08107251,0.087249103,0.125792029,0.327790945,0.378095412,0.07466606,0.085450076,0.112851692,0.296395761,0.430636411,1,3,17749,12802,0.716242038,7665,9078.1553,NA,11205,0.68920001,1701.7002,0.015811373,0.067128986,0.022191402,0.007545076,9.3366098,23.513514,4.6191645,2.8255529,6.9533172,10.09828,42.653564,0,0.032154522,0.336029326
"508","Illinois Wesleyan University","Private Non-Profit","Highly selective private","Four-year","Midwest","IL",501.6666667,0.584960039,0.010769321,0.000599662,190235.5242,120900,0.771497707,0.019974635,0.042185984,0.119053683,0.234890647,0.58389505,0.36830061,0.20947579,0.049772726,0.002516043,0.726632664,72216.70115,58000,60600,0.050330678,0.056787182,0.084016795,0.113635215,0.218919116,0.526641692,0.317306212,0.190611454,0.058312054,0.009070413,0.139433591,0.137818437,0.174527714,0.539149845,0.022895606,0.083060844,0.157592173,0.190851938,0.545599439,0.068794987,0.109763745,0.089219497,0.25992006,0.47230171,0.043262171,0.099999878,0.137046366,0.234894584,0.484797,0.063860713,0.070510689,0.105192434,0.207678982,0.552757181,0,2,2009,40844,0.780669145,7853,13718.536,1265,19342,0.58379999,NA,0.032560434,0.029600395,0.018253576,0.025160335,22.543352,22.350674,5.7803469,1.5414258,0,18.882465,28.901733,0,0.019974635,0.539149845
"509","Immaculata University","Private Non-Profit","Selective private","Four-year","Northeast","PA",127.3333333,0.925297348,0.008003213,0,141659.1859,92700,0.667635937,0.05732624,0.09830787,0.160351194,0.335433076,0.348581621,0.150014046,0.061237258,0.008123472,0.002787822,0.607154575,44033.56831,43100,45900,0.107169644,0.127886061,0.10854644,0.174247568,0.293354841,0.295965091,0.13094395,0.051630681,0.008275295,0.103278677,0.239023756,0.382157288,0.135932088,0.13960819,0.105633925,0.081955896,0.114394128,0.336704818,0.361311233,0.103999701,0.101761619,0.200339675,0.294599625,0.299299379,0.1139878,0.087799869,0.164344706,0.322601531,0.311266094,0.162570481,0.117672928,0.154462326,0.278302128,0.286992137,0,4,2560,30148,0.482758621,5130,NA,965,23398,0.7964,NA,0.016136263,0.094576426,0.017480951,0.020170327,7.4270554,52.785149,17.506632,3.1830239,2.3872681,4.7745357,11.936339,0,0.05732624,0.13960819
"510","Indian River State College","Public","Nonselective four-year public","Four-year","South","FL",1378.333333,0.561913626,0.01909134,0.000270084,73071.65322,54000,0.475624899,0.189479122,0.230138601,0.230810812,0.204497602,0.145073864,0.059727764,0.027122,0.004150909,0.000103931,0.49473762,30725.4619,26500,31000,0.133441384,0.144440596,0.231523088,0.26789041,0.218827056,0.137318851,0.048991758,0.016564129,0.002625384,0.13454964,0.299517765,0.277475777,0.187699858,0.100756959,0.143360735,0.269232161,0.284803111,0.193394248,0.109209745,0.141397489,0.198979125,0.30392176,0.220392008,0.135309617,0.13178019,0.19757834,0.252147256,0.248680826,0.169813388,0.181759876,0.182522067,0.193407795,0.255255342,0.18705492,1,999,17248,2764,NA,8039,2687.3149,NA,1321,NA,NA,0.013044138,0.12172001,0.05111482,0.010617321,0,10.005438,24.089178,33.659599,17.074495,2.6101141,0.10875476,12.45242,0.189479122,0.100756959
"511","Indiana Institute Of Technology","Private Non-Profit","Selective private","Four-year","Midwest","IN",147.5,0.390258962,0.012844062,7.57027e-05,76339.20816,67800,0.547519799,0.104021702,0.162744045,0.288130006,0.268475866,0.17662838,0.065982848,0.014119456,0.000712955,0.000143995,0.605330129,45671.019,40700,45700,0.076142195,0.089652104,0.162771442,0.185166231,0.258184873,0.30422535,0.144575216,0.056060235,0.004990376,0.210470483,0.238372089,0.252643721,0.175038877,0.12347483,0.061346644,0.156770904,0.249686579,0.284541054,0.24765482,0.084469786,0.206381882,0.184243037,0.256896469,0.268008825,0.046359573,0.140755599,0.128790358,0.335086175,0.349008295,0.118837635,0.08610024,0.173175723,0.168079084,0.453807318,0,4,5717,24860,0.361774744,6965,NA,940,22121,0.7225,NA,0.003411306,0.089181289,0.013157895,0.005360624,0,88.294312,2.0066891,0,0,9.6989965,0,0,0.104021702,0.12347483
"512","Indiana State University","Public","Selective public","Four-year","Midwest","IN",1831.333333,0.539160356,0.010691954,2.02956e-05,97236.30837,82600,0.615690768,0.067021548,0.132379318,0.220146663,0.318800409,0.261652061,0.101664034,0.039692466,0.005165996,0.000711696,0.591116908,42100.95629,37800,40200,0.08666982,0.095910573,0.135198813,0.226669401,0.307416693,0.23480452,0.099703034,0.041135057,0.007632115,0.127699909,0.200015788,0.279373736,0.233380469,0.159530098,0.096491666,0.157101528,0.24204637,0.332382868,0.171977567,0.107539472,0.150035469,0.227321893,0.306287052,0.208816114,0.085272329,0.115291768,0.242569538,0.31048739,0.246378976,0.090651367,0.119286588,0.185467612,0.310958667,0.293635766,1,4,10268,8416,0.419087137,7071,6867.4009,915,8220,0.83059999,81.722649,0.006605851,0.10978295,0.010904897,0.025689419,7.7619662,14.877103,8.5381632,9.2496767,0.84087968,16.752911,39.068562,2.9107373,0.067021548,0.159530098
"513","Indiana University Of Pennsylvania","Public","Selective public","Four-year","Northeast","PA",2687,0.554489493,0.014237015,0.000490291,88550.92967,77100,0.59152878,0.085638983,0.137938126,0.244721736,0.289037817,0.242663338,0.092393597,0.031314861,0.003833399,0.000268223,0.596394968,41936.56807,38800,42000,0.094455838,0.1048235,0.128596722,0.206369702,0.301324652,0.258885423,0.112789853,0.044644017,0.005796014,0.137838219,0.183990354,0.264918839,0.247008033,0.166244555,0.121190608,0.152382386,0.231153235,0.294129009,0.201144762,0.109977522,0.12967784,0.212019098,0.304701177,0.243624363,0.084767437,0.113921313,0.205441289,0.315182529,0.280687432,0.102559724,0.111916702,0.167027682,0.304672559,0.313823333,1,4,12668,9470,0.513178914,9088,7994.9858,960,14707,0.904899999,2056.8638,0.008265872,0.060502771,0.007498935,0.018321261,6.5154438,26.206564,4.6332045,2.6544402,0,8.1563711,51.833977,0,0.085638983,0.166244555
"514","Indiana University System","Public","Selective public","Four-year","Midwest","IN",12803,0.570933845,0.009217468,0.000489618,149041.6162,99400,0.689946928,0.052903249,0.099319375,0.159515643,0.26828793,0.419973802,0.240602035,0.133928544,0.030216955,0.00250286,0.610152487,50849.82359,40100,43500,0.097468154,0.108076573,0.136759153,0.189001613,0.255336238,0.310826422,0.169206135,0.098193487,0.025216286,0.134798541,0.202126181,0.24875181,0.240090917,0.174232551,0.125793131,0.17596489,0.242412813,0.251765376,0.204063791,0.115343725,0.150964135,0.229220634,0.271297831,0.233173675,0.10402687,0.135380317,0.199741343,0.279149671,0.281701799,0.100347486,0.114738709,0.146706954,0.236826042,0.40138081,1,3,87142,8874.5742,0.519900671,7904.2031,12317.57,1052.4462,6991.2729,0.71261129,1639.5206,0.022026852,0.072448462,0.021091787,0.024294088,7.2710452,23.885292,11.535615,13.256245,6.854764,9.6299725,27.271046,0.29602221,0.052903249,0.174232551
"515","International Academy Of Design And Technology of Chicago, IL","Private For-profit","Four-year for-profit","Four-year","Midwest","IL",550.6666667,0.611306928,0.014799962,7.48e-06,66851.91078,51600,0.461305062,0.213067563,0.241777493,0.216424393,0.194866273,0.133864278,0.055877204,0.020601141,0.005770439,0.000143314,0.469063059,26421.74612,24900,28000,0.144530225,0.160615791,0.265627295,0.263744667,0.194788669,0.115223578,0.032093764,0.009818728,0.001389064,0.175864419,0.354958251,0.2708981,0.128817873,0.069461357,0.15900451,0.277374588,0.306156274,0.178470657,0.078993971,0.143994974,0.258852187,0.280377755,0.215994347,0.100780736,0.177186456,0.196795435,0.247027904,0.20117893,0.177811274,0.142004927,0.213376957,0.17320065,0.285678431,0.185739036,0,999,1068,13952.048,0.227721678,4859.5947,5578.4639,NA,14596.771,NA,NA,0.040147915,0.12982039,0.18502377,0,72.773277,5.2631578,0,0,0,21.963564,0,0,0.213067563,0.069461357
"516","Iona College","Private Non-Profit","Selective private","Four-year","Northeast","NY",618.3333333,0.473112526,0.030527984,0.000443761,130628.6377,97400,0.661688199,0.077935553,0.121302261,0.166033107,0.223577315,0.411151763,0.20915079,0.090792882,0.011320206,0.001099068,0.692276641,65826.71274,56200,61200,0.098946437,0.10508942,0.076587094,0.110223018,0.200457944,0.507642525,0.299076948,0.147796136,0.022840166,0.098679301,0.084665713,0.119489559,0.305457368,0.391708058,0.087460032,0.048745799,0.160241214,0.295702757,0.407850198,0.120316697,0.100186447,0.129279996,0.174894561,0.475322298,0.094903663,0.068130593,0.115518687,0.199644743,0.521802314,0.110895385,0.078338292,0.083134251,0.163220068,0.564412004,0,3,3539,34030,0.625827815,9082,8532.6396,1015,19858,0.9212,NA,0.016072473,0.098188192,0.11426067,0.010520164,4.7548289,31.203566,9.3610697,1.4858841,11.144131,6.3893013,35.661221,0,0.077935553,0.391708058
"517","Iowa State University Of Science & Technology","Public","Selective public","Four-year","Midwest","IA",4107.333333,0.461711762,0.013103831,0.000491121,120476.7901,92900,0.675687239,0.036840266,0.099782752,0.203394333,0.293666455,0.366316194,0.181263704,0.087988068,0.011801567,0.000729564,0.697682175,59765.0787,51900,54500,0.063301274,0.07118898,0.081027372,0.129942433,0.263461749,0.454379465,0.26093979,0.126690555,0.018880751,0.099129494,0.108530042,0.180251457,0.256395843,0.355693164,0.088905535,0.114213173,0.149171153,0.263476203,0.384233935,0.072637497,0.089380099,0.154813935,0.289525728,0.393642741,0.067763777,0.079142543,0.123894782,0.287516208,0.441682691,0.065494732,0.06609502,0.110683601,0.230412744,0.527313904,1,3,27659,7731,0.680984444,10027,9252.1943,1150,8653,0.82520001,3105.2971,0.024946801,0.0247657,0.016435007,0.047539275,8.1950979,22.480812,0.12379302,5.4964099,0.19806883,43.550385,19.955435,0,0.036840266,0.355693164
"518","Ithaca College","Private Non-Profit","Selective private","Four-year","Northeast","NY",1368,0.55909474,0.013821164,0.000510769,196699.1,117800,0.746990234,0.038133667,0.070935671,0.127501082,0.222844752,0.540584827,0.347758273,0.213363795,0.049347775,0.004813039,0.686633232,60694.34316,52500,54400,0.069658299,0.076900217,0.099591205,0.124389959,0.252273965,0.446844655,0.250438891,0.134165703,0.028084629,0.122081985,0.08927423,0.110009504,0.316194337,0.362439943,0.102718429,0.133343915,0.126967117,0.258997004,0.377973535,0.099527688,0.09264708,0.134688261,0.269871093,0.403265878,0.072159796,0.103634687,0.127293059,0.275389533,0.421522925,0.066942431,0.095860925,0.121440526,0.233203402,0.482552716,0,3,6234,39532,0.757525084,8425,NA,NA,20937,0.66600001,NA,0.024720622,0.024889942,0.028614968,0.022180833,19.321766,9.0694008,10.962145,11.829653,0,4.3375397,44.479496,0,0.038133667,0.362439943
"519","Jackson State University","Public","Selective public","Four-year","South","MS",923.6666667,0.606321262,0.029727177,0.000693698,50561.0942,37100,0.377055552,0.305055804,0.288295199,0.186681419,0.145990892,0.073976686,0.019752293,0.004189788,0.000294049,3.50018e-05,0.548259294,34712.54265,31700,33700,0.069254449,0.080176877,0.187179562,0.300878952,0.27410672,0.157657889,0.058574169,0.022547796,0.002030766,0.093630447,0.223218307,0.329802715,0.255900207,0.097448325,0.069136077,0.191354791,0.322433387,0.261117457,0.155958288,0.09243359,0.16706195,0.278806153,0.279186519,0.182511788,0.061480451,0.16563692,0.243581125,0.313553858,0.215747645,0.073692774,0.115577098,0.266383498,0.309138263,0.235208368,1,4,6903,6602,0.385201306,6761,7456.832,925,12846,0.6464,354.40439,0.001827819,0.97861451,0.00091391,0.007128496,6.6869297,20.820669,1.3677812,0,15.805471,25.835867,29.483282,0,0.305055804,0.097448325
"520","Jacksonville State University","Public","Selective public","Four-year","South","AL",1154.666667,0.551352972,0.01316584,0.000273321,76855.89479,69100,0.541662636,0.126872297,0.177734055,0.239134166,0.274120203,0.182139279,0.064516277,0.023899035,0.005221977,2.96739e-05,0.547112855,35482.28206,34300,37400,0.112593438,0.123411377,0.162046452,0.230453196,0.316638975,0.167449999,0.069232926,0.027740527,0.002754094,0.168965796,0.211823563,0.266113305,0.249324957,0.103772378,0.130796852,0.180044228,0.268122319,0.281358054,0.139678548,0.108976368,0.173017957,0.241976706,0.326489877,0.149539092,0.113904925,0.142838769,0.198871782,0.345052438,0.199332085,0.117732044,0.12431378,0.20125616,0.342259555,0.214438461,1,5,7588,8790,0.308306709,6857,5522.9756,980,14021,0.8326,946.99921,0.00862733,0.18933909,0.007702973,0.023725158,5.8823533,16.522491,7.0934258,2.4221454,15.224914,13.840831,39.01384,0,0.126872297,0.103772378
"521","Jacksonville University","Private Non-Profit","Selective private","Four-year","South","FL",259,0.478599462,0.012346011,4.26731e-05,132678.0132,85000,0.637406609,0.076488419,0.155474822,0.181244768,0.241616104,0.345175887,0.220293573,0.115922125,0.028818427,0.001920677,0.627918811,50111.46425,43700,46700,0.083170139,0.094768338,0.127686194,0.171014477,0.268016544,0.338514446,0.182756294,0.078261469,0.013047707,0.10944542,0.159742123,0.291130645,0.278271609,0.161410203,0.077657304,0.124040918,0.17824579,0.334193103,0.285862886,0.145219217,0.141454018,0.185306986,0.221285848,0.30673393,0.09789647,0.133586417,0.143367526,0.256305358,0.368844228,0.070542844,0.110865513,0.152988084,0.268671638,0.39693192,0,4,3425,31370,0.382099828,6923,NA,NA,17657,0.47369999,NA,0.030319735,0.1427784,0.045755237,0.040242556,11.704834,29.007633,9.4147587,4.8346057,0,19.847328,21.628498,3.562341,0.076488419,0.161410203
"522","James Madison University","Public","Selective public","Four-year","South","VA",3094,0.598530204,0.007485462,0.000110027,173973.1364,134300,0.795031533,0.018523922,0.045060132,0.099718486,0.191888388,0.644809071,0.413455338,0.199000368,0.026087217,0.000752541,0.704586145,65469.15602,55900,59700,0.079313254,0.087177639,0.087771793,0.099209778,0.22373127,0.50210952,0.312610782,0.171922729,0.032656439,0.099112638,0.139560854,0.121702747,0.235526709,0.404097053,0.08452821,0.087340221,0.130127495,0.26769284,0.430311235,0.093874224,0.096753997,0.137137378,0.236071107,0.436163294,0.086204679,0.092617722,0.109962655,0.243830984,0.467383961,0.086273847,0.08348299,0.08733766,0.212430525,0.530474978,1,3,18431,9662,0.814958592,8016,7814.1313,1140,10480,0.6356,18.02486,0.043067228,0.044537816,0.015756303,0.014285714,13.692408,21.576899,8.2089548,8.6307592,2.595717,14.438676,30.856586,0,0.018523922,0.404097053
"523","Jamestown College","Private Non-Profit","Selective private","Four-year","Midwest","ND",207,0.558076158,0.02477247,0.001929986,80801.12534,75200,0.581739768,0.055782973,0.178706472,0.256656059,0.326507018,0.182347478,0.057509085,0.015916495,0.001451747,0.00026433,0.629173611,50755.76604,43100,46300,0.079535949,0.084542029,0.123673673,0.188720132,0.266794187,0.336269979,0.162716316,0.058946641,0.02015464,0.090220091,0.102757416,0.192377854,0.170558064,0.444086575,0.098496543,0.145456478,0.228586028,0.286974611,0.240486339,0.089451377,0.10858646,0.209538155,0.246365024,0.346058984,0.075710512,0.154669313,0.173087946,0.236047976,0.360484254,0.078032683,0.074459796,0.147220324,0.360264561,0.340022636,0,4,955,19170,0.522727273,6234,NA,1146.5,14018,0.56889999,NA,0.008613264,0.013781223,0.01205857,0.037898362,8.2051287,20,12.820513,2.5641026,6.1538463,10.256411,40,0,0.055782973,0.444086575
"524","John Brown University","Private Non-Profit","Selective private","Four-year","South","AR",234.5,0.538909952,0.02100839,2.97779e-05,115449.0774,86800,0.645304058,0.08264553,0.106902865,0.199139657,0.274565017,0.336746932,0.205055643,0.096300139,0.018353353,0.0001292,0.563266064,44789.43646,35300,42000,0.143903275,0.168150136,0.150112538,0.165770582,0.225144501,0.290822244,0.130578552,0.05619504,0.012897702,0.12622477,0.081967654,0.271236904,0.266371931,0.254198741,0.183729507,0.253441716,0.181475609,0.255083483,0.126269684,0.120205572,0.168824206,0.147681039,0.252772283,0.3105169,0.147018584,0.200763909,0.149582348,0.22439174,0.278243419,0.219075956,0.081670504,0.1587975,0.189797686,0.350658355,0,3,2080,23588,0.653739612,6425,NA,NA,13333,0.69819999,NA,0.007834758,0.01923077,0.021367522,0.088319086,5.30303,56.060608,0,3.7878788,4.7979798,7.3232322,19.444445,3.2828283,0.08264553,0.254198741
"525","John Carroll University","Private Non-Profit","Selective private","Four-year","Midwest","OH",761.3333333,0.547997501,0.009716483,0.00046699,166976.4437,101500,0.722235911,0.034117751,0.08044562,0.161771225,0.273715006,0.449950398,0.281076308,0.167337885,0.046191492,0.003088911,0.705901422,66381.48425,54500,59000,0.080001302,0.085647336,0.071579547,0.10322089,0.255138726,0.484413502,0.288799083,0.173736085,0.041756551,0.155178208,0.046483555,0.186188725,0.327356922,0.28479259,0.067448195,0.100822059,0.116517847,0.255972445,0.459239454,0.069658546,0.078311099,0.11849182,0.301459508,0.432079027,0.079703883,0.065669634,0.10425099,0.266830313,0.48354518,0.092992907,0.069429192,0.088435462,0.225747655,0.523394784,0,4,3040,35800,0.752777778,8098,9476.3154,1100,14645,0.8334,NA,0.028652482,0.045957446,0.022411348,0.000567376,13.229018,29.871977,0,0.42674252,0,12.091039,44.381222,0,0.034117751,0.28479259
"526","Johns Hopkins University","Private Non-Profit","Other elite schools (public and private)","Four-year","South","MD",927.3333333,0.418096051,0.0215148,0.005394512,285199.6829,142300,0.781817869,0.036704925,0.057801946,0.11920501,0.164814103,0.621474015,0.472955331,0.33017172,0.088066911,0.009491612,0.769229492,105184.7593,75000,80600,0.070010435,0.075862231,0.070019665,0.077815331,0.127267005,0.649035769,0.485825858,0.344457972,0.131996539,0.125533877,0.08366619,0.057732054,0.146912206,0.586155673,0.09679388,0.057822934,0.115429384,0.147512844,0.582440958,0.084590699,0.101874492,0.085887684,0.151886532,0.575760593,0.089074809,0.060366116,0.091072116,0.151785048,0.607701911,0.065803595,0.066798109,0.070439028,0.112999289,0.683959979,0,1,6117,47060,0.925396825,10922,NA,1435,11547,0.18129998,NA,0.15005684,0.073512696,0.024630541,0.070481241,12.876507,5.3463855,18.900602,2.560241,0,34.939758,25.376507,0,0.036704925,0.586155673
"527","Johnson & Wales University","Private Non-Profit","Selective private","Four-year","Northeast","RI",2902.666667,0.461663258,0.018311016,0.000144113,109336.6145,75100,0.580852968,0.117386809,0.171678281,0.201450756,0.228230819,0.281253335,0.150105678,0.073225959,0.015666807,0.001618026,0.569811276,39040.14824,35200,38500,0.098359509,0.107876057,0.159392304,0.232800729,0.269560856,0.230370053,0.091566804,0.037680761,0.004103207,0.148354843,0.201217966,0.265720967,0.228717525,0.1559887,0.120332832,0.178002235,0.268006314,0.24585719,0.187801429,0.108196376,0.156322993,0.233934896,0.295592984,0.20595275,0.090286501,0.15051867,0.234859421,0.286048271,0.238287138,0.097421844,0.139975112,0.19508821,0.269051511,0.298463323,0,4,15184,28239,0.625041514,8060.4355,8560.2754,NA,21589.861,0.72329432,NA,0.02611977,0.15287457,0.085355058,0.065076925,0,53.686562,0.47877434,0.86179382,3.0960741,5.1069264,1.9150974,34.854771,0.117386809,0.1559887
"528","Johnson University","Private Non-Profit","Nonselective four-year private not-for-profit","Four-year","South","TN",143.6666667,0.520123983,0.003926432,1.81188e-05,89472.16508,82000,0.614761449,0.050282516,0.138747814,0.242637619,0.329143135,0.239188916,0.072208613,0.025602486,0.003829617,0.000705646,0.50179546,29699.27815,29400,33500,0.121723879,0.139871683,0.211319052,0.279343513,0.246313024,0.123152728,0.050849649,0.020629348,0.005319919,0.1272951,0.303118869,0.239531846,0.251966758,0.078087427,0.195849683,0.334868328,0.245031479,0.129526096,0.094724414,0.118069511,0.179700327,0.320210374,0.272596767,0.10942302,0.116789384,0.213864712,0.301930322,0.267309609,0.100105972,0.163923653,0.148924386,0.235079,0.257314121,0.194758839,0,999,830,12050,0.572289157,5485,NA,1040,10333,0.54640001,NA,0.003696858,0.014787431,0.005545287,0.024029575,0,0,0,0,87.096771,0,12.903226,0,0.050282516,0.078087427
"529","Judson University","Private Non-Profit","Selective private","Four-year","Midwest","IL",158,0.541976006,0.012514249,0,112884.7663,83000,0.645442595,0.061773847,0.122485295,0.203137402,0.324271987,0.288331469,0.148467979,0.066495922,0.012225868,0.001947163,0.549558793,38414.74886,35900,40200,0.143126093,0.15662499,0.140569673,0.210940865,0.270827865,0.221036608,0.074091951,0.039398432,0.00651766,0.168422796,0.207954997,0.141788838,0.279251702,0.202581666,0.239670243,0.10559505,0.251383957,0.245629974,0.157720775,0.144256521,0.120374231,0.226201839,0.313015548,0.196151862,0.158740922,0.150858585,0.220646175,0.273484857,0.196269461,0.125153376,0.14364693,0.186909037,0.247016775,0.297273882,0,4,1066,27530,0.5,6071,NA,1135,17064,0.7069,NA,0.00540054,0.04050405,0.043204319,0.028802881,7.2202168,46.209385,0,4.693141,20.938629,3.2490973,17.689531,0,0.061773847,0.202581666
"530","Juniata College","Private Non-Profit","Selective private","Four-year","Northeast","PA",292.6666667,0.572173039,0.021759936,0.001089001,104523.1914,92100,0.679572433,0.04575819,0.085436072,0.197396669,0.317672828,0.353736241,0.175708009,0.068510968,0.012516074,3.28e-06,0.682168185,55202.69699,49500,51500,0.067726505,0.076461542,0.089658889,0.129649729,0.286532939,0.417696901,0.209896459,0.116139296,0.025374327,0.144016186,0.128934699,0.103029958,0.148477264,0.475541893,0.044247646,0.161516563,0.150562709,0.278508692,0.365164391,0.064866864,0.087376563,0.113999684,0.31151414,0.422242748,0.092806752,0.085558701,0.140328469,0.284473469,0.396832609,0.067294748,0.072178674,0.12718538,0.294238594,0.439102605,0,3,1625,38630,0.75066313,7816,NA,NA,15902,0.74090001,NA,0.00697134,0.003872967,0.010069713,0.053446941,6.5934067,9.89011,0.36630037,3.2967033,5.860806,33.699635,40.293041,0,0.04575819,0.475541893
"531","Kalamazoo College","Private Non-Profit","Highly selective private","Four-year","Midwest","MI",317,0.562105846,0.010934224,0.000967011,190716.3059,139700,0.784664682,0.026910777,0.05397363,0.094755514,0.173173422,0.651186657,0.456500492,0.248800703,0.045004117,0.002851296,0.682894966,67802.98157,53700,59200,0.075244761,0.086901871,0.09376075,0.137867153,0.221921663,0.459548563,0.300196,0.189196646,0.065325683,0.126413192,0.163777585,0.161448235,0.142047035,0.406313953,0.135511135,0.146719004,0.17217304,0.232129792,0.313467029,0.068046173,0.136104274,0.181748193,0.255338585,0.358762775,0.111401001,0.089041153,0.121245656,0.246812584,0.431499606,0.077468608,0.081571419,0.132084222,0.212894504,0.495981247,0,2,1458,41161,0.774104683,7991,NA,1224,10326,0.66890001,NA,0.045385778,0.031770047,0.017397882,0.0204236,18.729097,0,10.033444,4.3478265,0,29.765886,37.123745,0,0.026910777,0.406313953
"532","Kansas City Art Institute","Private Non-Profit","Nonselective four-year private not-for-profit","Four-year","Midwest","MO",102.5,0.560654751,0.000110894,0.000110894,164667.6673,98500,0.667408113,0.059675408,0.131595136,0.175685962,0.223573123,0.409470371,0.250140883,0.133304335,0.027432488,0.003214964,0.486229675,32850.75728,25300,31300,0.131824001,0.147545904,0.248495696,0.293807006,0.179413271,0.130738124,0.066135803,0.040148625,0.008306076,0.086775697,0.369408478,0.443253963,0.09870357,0.001858291,0.177796427,0.265392299,0.302931855,0.134720932,0.119158487,0.163059008,0.304731401,0.308279151,0.131485116,0.092445324,0.132112111,0.22461642,0.318339598,0.21616331,0.108768561,0.148451492,0.214353811,0.249490063,0.206037082,0.181667552,0,9,739,35118,0.578947368,6008,NA,1090,20529,0.64300001,NA,0.024667932,0.013282732,0.053130928,0.007590133,100,0,0,0,0,0,0,0,0.059675408,0.001858291
